fighter_id,fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birth_month,birth_day,birth_year,bouts,wins,losses,draw_nc,winning_pct,strike_throughput,offense_vol,brawler_rating
1620,Jeremy Kennedy,71.0,145.0,71.0,Orthodox,2.22,46.0,2.58,47.0,5.73,52.0,66.0,0.0,9.0,16.0,1992.0,4,3,1,0,0.75,4.800000000000001,5.2897435897435905,0.8376973350785342
1621,Tony Kelley,69.0,135.0,70.0,Switch,4.57,47.0,4.77,43.0,0.0,0.0,50.0,2.0,1.0,21.0,1987.0,2,1,1,0,0.5,9.34,9.51094017094017,inf
1622,Daniel Kelly,72.0,185.0,70.0,Southpaw,3.62,38.0,4.64,61.0,1.86,34.0,78.0,0.3,10.0,31.0,1977.0,10,6,4,0,0.6,8.26,8.444615384615384,4.740861215053763
1623,Paul Kelly,69.0,155.0,70.0,Orthodox,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,9.0,12.0,1984.0,9,5,4,0,0.5555555555555556,5.83,6.072735042735043,5.850747268656717
1624,Steve Kennedy,71.0,170.0,72.80568188656306,Orthodox,2.28,35.0,5.52,45.0,2.51,33.0,0.0,0.0,3.0,7.0,1983.0,2,0,2,0,0.0,7.799999999999999,8.014529914529913,3.107570721115538
1625,Tim Kennedy,71.0,185.0,74.0,Orthodox,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7,9.0,1.0,1979.0,5,3,2,0,0.6,4.62,4.90034188034188,2.4906986744186046
1628,Casey Kenney,67.0,140.0,68.0,Southpaw,4.81,42.0,4.3,59.0,1.1,39.0,59.0,0.5,3.0,20.0,1991.0,7,5,2,0,0.7142857142857143,9.11,9.246752136752136,8.78181918181818
1630,Sergey Khandozhko,73.0,170.0,74.0,Orthodox,2.83,42.0,1.7,60.0,0.5,16.0,64.0,0.0,5.0,19.0,1992.0,2,1,1,0,0.5,4.53,4.572735042735043,9.060001
1631,Rustam Khabilov,68.0,155.0,73.0,Orthodox,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,11.0,4.0,1986.0,13,10,3,0,0.7692307692307693,4.140000000000001,4.486153846153846,1.1481022658227849
1633,Mark Kerr,75.0,266.0,78.16879268024945,Switch,0.28,41.0,0.89,28.0,2.92,77.0,0.0,0.4,12.0,21.0,1968.0,4,4,0,0,1.0,1.17,1.4537606837606838,0.8006859315068494
1637,Sanae Kikuta,69.0,200.0,71.4946968267053,Orthodox,0.7,45.0,0.9,52.0,1.6,63.0,25.0,1.8,9.0,10.0,1971.0,1,1,0,0,1.0,1.6,1.8905982905982905,2.800001
1639,Katsunori Kikuno,68.0,145.0,66.0,Orthodox,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8,10.0,31.0,1981.0,5,2,3,0,0.4,5.11,5.3390598290598295,3.518086106382979
1640,Jacob Kilburn,69.0,145.0,72.0,Orthodox,2.56,33.0,6.78,35.0,0.51,5.0,20.0,0.5,6.0,28.0,1995.0,2,0,2,0,0.0,9.34,9.426324786324786,18.81372649019608
1641,Pannie Kianzad,67.0,135.0,66.0,Orthodox,5.14,49.0,3.62,57.0,0.22,14.0,83.0,0.2,12.0,8.0,1991.0,5,3,2,0,0.6,8.76,8.795897435897436,40.01818281818182
1647,Dong Hyun Kim,74.0,170.0,76.0,Southpaw,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,11.0,17.0,1981.0,18,13,4,1,0.7222222222222222,4.01,4.311709401709401,1.9686016825938564
1649,Ji Yeon Kim,67.0,125.0,72.0,Orthodox,4.5,34.0,4.94,57.0,0.0,0.0,42.0,0.0,10.0,18.0,1989.0,6,3,3,0,0.5,9.440000000000001,9.440000000000001,inf
1650,Jeremy Kimball,72.0,205.0,72.0,Switch,2.81,46.0,3.84,49.0,1.41,20.0,50.0,0.0,1.0,3.0,1991.0,4,1,3,0,0.25,6.65,6.77051282051282,4.716313056737589
1651,Dustin Kimura,67.0,135.0,71.0,Orthodox,1.33,21.0,3.82,51.0,0.93,37.0,50.0,2.2,5.0,21.0,1989.0,5,2,3,0,0.4,5.15,5.417521367521368,7.737635408602151
1652,Mike King,75.0,185.0,76.74550809953384,Unknown,4.44,58.0,1.29,72.0,1.75,25.0,40.0,3.5,8.0,4.0,1983.0,1,0,1,0,0.0,5.73,6.178717948717949,6.774286714285714
1654,Rob Kimmons,70.0,185.0,73.0,Orthodox,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,1.0,30.0,1981.0,7,3,4,0,0.42857142857142855,6.65,7.032905982905984,5.597116384615385
1656,Kyle Kingsbury,76.0,205.0,79.0,Orthodox,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,3.0,22.0,1982.0,9,4,5,0,0.4444444444444444,6.78,7.005641025641026,2.5681828181818185
1658,Justine Kish,65.0,125.0,64.0,Orthodox,4.65,48.0,4.62,59.0,1.01,35.0,55.0,0.2,4.0,13.0,1988.0,6,3,3,0,0.5,9.27,9.373418803418803,9.378218821782177
1659,Ludovit Klein,67.0,155.0,72.0,Southpaw,7.11,69.0,3.16,42.0,0.0,0.0,0.0,0.0,2.0,22.0,1995.0,1,1,0,0,1.0,10.27,10.27,inf
1660,Koji Kitao,79.0,350.0,83.321046499015,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,1963.0,1,0,1,0,0.0,0.0,0.0,
1665,Drakkar Klose,69.0,155.0,70.0,Orthodox,3.89,53.0,3.64,53.0,1.56,30.0,68.0,0.0,3.0,9.0,1988.0,7,5,2,0,0.7142857142857143,7.53,7.663333333333334,4.826924076923077
1669,William Knight,70.0,205.0,73.0,Orthodox,4.69,76.0,2.88,33.0,3.76,66.0,63.0,0.5,4.0,3.0,1988.0,1,1,0,0,1.0,7.57,7.934102564102564,2.513298872340426
1670,Jason Knight,70.0,145.0,71.0,Orthodox,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,7.0,14.0,1992.0,9,4,5,0,0.4444444444444444,5.970000000000001,6.227264957264958,6.257252908396947
1673,Erik Koch,70.0,170.0,71.0,Southpaw,2.33,42.0,2.82,47.0,1.02,42.0,81.0,1.0,10.0,4.0,1988.0,10,5,5,0,0.5,5.15,5.322649572649572,6.049020607843137
1674,Brad Kohler,69.0,220.0,71.84612511824001,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,1964.0,2,1,1,0,0.5,0.0,0.0,
1675,John Kolosci,71.0,185.0,73.06925310521412,Orthodox,0.21,20.0,0.85,50.0,0.0,0.0,0.0,0.0,11.0,26.0,1974.0,1,0,1,0,0.0,1.06,1.06,inf
1676,Tsuyoshi Kohsaka,71.0,225.0,73.77210968828355,Orthodox,1.88,38.0,4.41,54.0,1.32,20.0,33.0,0.4,3.0,6.0,1970.0,6,3,3,0,0.5,6.29,6.4370085470085465,5.165152515151515
1678,Syuri Kondo,64.0,115.0,66.0,Orthodox,5.4,44.0,7.22,58.0,0.0,0.0,83.0,0.3,2.0,8.0,1989.0,4,1,3,0,0.25,12.620000000000001,12.645641025641027,inf
1679,Yuki Kondo,71.0,183.0,73.03411027606064,Southpaw,1.14,42.0,2.57,51.0,0.76,41.0,37.0,0.5,7.0,17.0,1975.0,3,1,2,0,0.3333333333333333,3.71,3.8176923076923077,5.381579947368421
1681,Cheick Kongo,76.0,240.0,82.0,Orthodox,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,5.0,17.0,1975.0,18,11,6,1,0.6111111111111112,4.61,4.823675213675214,2.204348826086957
1682,Roman Kopylov,72.0,185.0,75.0,Southpaw,2.64,38.0,3.07,63.0,0.0,0.0,66.0,0.0,5.0,4.0,1991.0,1,0,1,0,0.0,5.71,5.71,inf
1687,Naoyuki Kotani,68.0,155.0,66.0,Southpaw,1.02,31.0,2.89,50.0,0.83,16.0,46.0,0.8,12.0,8.0,1981.0,5,0,5,0,0.0,3.91,4.04931623931624,5.510844373493976
1689,Josh Koscheck,70.0,170.0,73.0,Orthodox,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,11.0,30.0,1977.0,25,15,10,0,0.6,4.0600000000000005,4.304444444444445,2.050407504065041
1690,Karolina Kowalkiewicz,63.0,115.0,64.0,Orthodox,5.27,39.0,5.65,56.0,0.1,12.0,75.0,0.1,10.0,15.0,1985.0,11,5,6,0,0.45454545454545453,10.92,10.937094017094017,109.30000099999998
1692,Derrick Krantz,70.0,170.0,72.0,Orthodox,2.07,37.0,4.03,50.0,3.18,50.0,0.0,0.8,1.0,13.0,1988.0,2,0,2,0,0.0,6.1,6.4401709401709395,2.718239993710692
1694,James Krause,74.0,170.0,73.0,Orthodox,4.79,49.0,4.11,61.0,0.96,18.0,59.0,0.9,6.0,4.0,1986.0,13,9,4,0,0.6923076923076923,8.9,9.058974358974359,10.170834333333334
1696,Pascal Krauss,73.0,170.0,74.64380938372294,Orthodox,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,4.0,19.0,1987.0,4,2,2,0,0.5,9.33,9.537692307692307,6.998040215686275
1697,Nikita Krylov,75.0,205.0,77.0,Orthodox,4.33,56.0,2.52,43.0,1.34,33.0,55.0,1.3,3.0,7.0,1992.0,14,8,6,0,0.5714285714285714,6.85,7.0756410256410245,6.411941298507462
1700,Anton Kuivanen,68.0,155.0,72.0,Orthodox,2.27,38.0,1.63,67.0,1.2,100.0,71.0,0.4,5.0,1.0,1984.0,3,1,2,0,0.3333333333333333,3.9,4.036752136752137,3.650001
1701,Aleksei Kunchenko,68.0,170.0,70.0,Orthodox,3.67,44.0,2.83,63.0,0.25,33.0,80.0,0.0,5.0,2.0,1984.0,4,2,2,0,0.5,6.5,6.521367521367521,26.000001
1704,Michael Kuiper,72.0,185.0,73.0,Orthodox,3.28,54.0,3.62,54.0,2.3,55.0,79.0,0.0,6.0,7.0,1989.0,4,1,3,0,0.25,6.9,7.096581196581197,3.0000010000000006
1706,Kiichi Kunimoto,70.0,170.0,71.0,Orthodox,1.87,44.0,3.92,41.0,1.59,20.0,28.0,0.3,5.0,1.0,1981.0,5,3,2,0,0.6,5.79,5.951538461538462,3.941510433962264
1707,Leo Kuntz,70.0,155.0,71.6230469193321,Orthodox,1.68,32.0,3.8,45.0,1.99,25.0,33.0,0.7,10.0,3.0,1983.0,2,0,2,0,0.0,5.4799999999999995,5.7099145299145295,3.453769844221106
1708,Yana Kunitskaya,66.0,135.0,68.0,Orthodox,4.22,57.0,2.62,51.0,1.62,53.0,50.0,0.2,11.0,11.0,1989.0,6,4,2,0,0.6666666666666666,6.84,6.995555555555556,4.422223222222222
1714,Guram Kutateladze,71.0,155.0,72.0,Orthodox,2.47,43.0,3.47,58.0,0.0,0.0,68.0,0.0,1.0,8.0,1992.0,1,1,0,0,1.0,5.94,5.94,inf
1718,Mike Kyle,76.0,205.0,77.0,Orthodox,3.93,51.0,3.35,49.0,1.33,62.0,50.0,0.8,3.0,31.0,1980.0,3,2,1,0,0.6666666666666666,7.28,7.462051282051282,6.273685210526316
1723,Ryan LaFlare,73.0,170.0,74.0,Southpaw,2.89,40.0,1.86,63.0,2.13,44.0,58.0,0.2,10.0,1.0,1983.0,10,7,3,0,0.7,4.75,4.949145299145299,2.430047948356808
1724,Aspen Ladd,66.0,135.0,66.0,Orthodox,5.22,55.0,4.84,46.0,2.45,75.0,66.0,1.2,3.0,1.0,1995.0,5,4,1,0,0.8,10.059999999999999,10.37196581196581,5.306123448979592
1725,Noad Lahat,69.0,145.0,69.0,Orthodox,2.79,46.0,1.47,63.0,2.37,26.0,16.0,2.4,6.0,8.0,1984.0,4,2,2,0,0.5,4.26,4.667692307692308,4.197469354430379
1727,Tim Lajcik,73.0,225.0,75.61023718544341,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,1965.0,3,0,2,1,0.0,0.0,0.0,
1728,Tina Lahdemaki,62.0,115.0,63.56768034762321,Orthodox,1.93,20.0,4.67,57.0,0.0,0.0,16.0,0.0,5.0,28.0,1988.0,1,0,1,0,0.0,6.6,6.6,inf
1731,Jason Lambert,75.0,185.0,75.0,Orthodox,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,6.0,3.0,1975.0,8,4,4,0,0.5,5.05,5.37051282051282,6.140741740740741
1734,Ricardo Lamas,68.0,145.0,71.0,Orthodox,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,5.0,21.0,1982.0,17,11,6,0,0.6470588235294118,6.0,6.234188034188034,4.160870565217391
1736,Nate Landwehr,69.0,145.0,72.0,Orthodox,7.02,50.0,7.67,51.0,0.0,0.0,85.0,0.0,6.0,6.0,1988.0,3,1,2,0,0.3333333333333333,14.69,14.69,inf
1739,Anthony Lapsley,69.0,170.0,70.9675543894032,Southpaw,0.53,34.0,0.58,66.0,0.0,0.0,20.0,0.0,2.0,13.0,1980.0,2,0,2,0,0.0,1.1099999999999999,1.1099999999999999,inf
1740,Chad Laprise,70.0,170.0,71.0,Orthodox,4.78,42.0,3.59,65.0,1.05,54.0,78.0,0.0,7.0,23.0,1986.0,10,6,4,0,0.6,8.370000000000001,8.45974358974359,7.971429571428573
1741,Taylor Lapilus,66.0,135.0,73.0,Southpaw,3.77,45.0,2.0,61.0,0.58,40.0,81.0,0.6,4.0,8.0,1992.0,4,3,1,0,0.75,5.77,5.8708547008547,10.548276862068965
1742,Icho Larenas,75.0,235.0,77.62407882837063,Orthodox,0.17,15.0,2.5,28.0,0.0,0.0,14.0,0.0,3.0,12.0,1980.0,1,0,1,0,0.0,2.67,2.67,inf
1743,TJ Laramie,66.0,145.0,66.0,Orthodox,2.73,51.0,3.24,26.0,2.56,50.0,0.0,0.0,10.0,15.0,1997.0,1,0,1,0,0.0,5.970000000000001,6.1888034188034196,2.33203225
1744,Lina Lansberg,67.0,135.0,65.0,Orthodox,2.76,57.0,3.7,44.0,0.71,33.0,50.0,0.1,3.0,13.0,1982.0,8,4,4,0,0.5,6.46,6.529230769230769,9.198592549295775
1745,Jeremy Larsen,70.0,145.0,70.0,Orthodox,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,5.0,18.0,1984.0,3,0,3,0,0.0,10.620000000000001,10.832820512820513,4.265061240963855
1749,Brock Larson,71.0,170.0,71.0,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,8.0,23.0,1977.0,6,3,3,0,0.5,2.8899999999999997,3.2891452991452987,3.0823980037453182
1750,Ilir Latifi,70.0,205.0,73.0,Orthodox,2.01,40.0,2.84,56.0,2.02,32.0,100.0,0.4,7.0,28.0,1983.0,13,7,6,0,0.5384615384615384,4.85,5.056837606837607,2.800991099009901
1751,Jenel Lausa,65.0,125.0,68.0,Orthodox,1.44,42.0,3.53,53.0,0.55,66.0,51.0,0.8,8.0,1.0,1988.0,4,1,3,0,0.25,4.97,5.085384615384615,9.836364636363635
1752,Joe Lauzon,70.0,155.0,71.0,Orthodox,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,5.0,22.0,1984.0,27,15,12,0,0.5555555555555556,8.23,8.605213675213674,5.443515644351465
1754,Dan Lauzon,70.0,155.0,71.6230469193321,Orthodox,1.34,25.0,4.09,61.0,1.63,33.0,80.0,2.7,3.0,30.0,1988.0,3,0,3,0,0.0,5.43,5.80008547008547,6.031289343558282
1756,Tom Lawlor,72.0,205.0,74.0,Southpaw,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,5.0,15.0,1983.0,11,6,5,0,0.5454545454545454,4.91,5.23991452991453,3.3959359593495937
1757,Justin Lawrence,68.0,145.0,67.0,Orthodox,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,5.0,15.0,1990.0,3,1,2,0,0.3333333333333333,6.67,6.731538461538461,9.263889888888889
1759,Robbie Lawler,71.0,170.0,74.0,Southpaw,3.5,45.0,4.16,60.0,0.68,64.0,64.0,0.0,3.0,20.0,1982.0,22,13,9,0,0.5909090909090909,7.66,7.718119658119658,11.26470688235294
1760,Lorenz Larkin,71.0,170.0,72.0,Orthodox,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,9.0,3.0,1986.0,10,5,5,0,0.5,6.27,6.301623931623931,23.32222322222222
1761,Ronnie Lawrence,68.0,135.0,68.0,Switch,3.8,58.0,1.09,61.0,10.86,76.0,100.0,0.5,6.0,13.0,1992.0,1,1,0,0,1.0,4.89,5.860940170940171,0.9502772430939227
1763,Valmir Lazaro,72.0,155.0,73.0,Orthodox,4.87,37.0,4.09,61.0,1.33,40.0,96.0,0.0,8.0,15.0,1985.0,3,1,2,0,0.3333333333333333,8.96,9.073675213675214,6.7368431052631585
1764,Mounir Lazzez,73.0,170.0,76.0,Orthodox,5.69,55.0,4.78,45.0,3.41,100.0,60.0,0.0,11.0,16.0,1987.0,2,1,1,0,0.5,10.47,10.761452991452993,3.0703822316715543
1765,Cung Le,69.0,185.0,70.0,Southpaw,4.36,48.0,2.98,66.0,1.37,71.0,88.0,0.3,5.0,25.0,1972.0,4,2,2,0,0.5,7.34,7.482735042735042,5.657665233576642
1767,Jordan Leavitt,69.0,155.0,71.0,Southpaw,1.08,55.0,0.43,75.0,6.5,66.0,0.0,3.2,6.0,2.0,1995.0,1,1,0,0,1.0,1.51,2.339059829059829,3.4323086923076924
1769,Mickael Lebout,71.0,155.0,73.0,Orthodox,2.6,34.0,2.98,54.0,0.0,0.0,60.0,0.0,8.0,16.0,1987.0,3,1,2,0,0.3333333333333333,5.58,5.58,inf
1771,Chris Leben,71.0,185.0,73.0,Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,7.0,21.0,1980.0,22,12,10,0,0.5454545454545454,5.74,5.905811965811965,5.835088719298247
1772,James Lee,71.0,205.0,73.42068139674883,Southpaw,1.4,42.0,3.72,27.0,13.95,50.0,0.0,7.0,9.0,22.0,1973.0,1,0,1,0,0.0,5.12,6.910598290598291,7.3670260896057345
1773,Justin Ledet,76.0,205.0,80.0,Orthodox,3.35,39.0,4.82,49.0,0.23,50.0,42.0,0.2,9.0,28.0,1988.0,7,3,4,0,0.42857142857142855,8.17,8.206752136752137,35.72174013043478
1781,Vaughan Lee,66.0,125.0,66.0,Orthodox,3.47,47.0,2.07,70.0,0.81,33.0,72.0,1.0,10.0,15.0,1982.0,8,3,5,0,0.375,5.54,5.694700854700854,7.839507172839506
1782,Rocky Lee,69.0,145.0,70.52826902498481,Orthodox,2.47,51.0,5.33,44.0,1.0,10.0,33.0,0.0,4.0,8.0,1987.0,1,0,1,0,0.0,7.800000000000001,7.885470085470086,7.800001000000001
1783,Andrea Lee,66.0,125.0,69.0,Orthodox,5.58,49.0,3.83,65.0,1.67,45.0,57.0,0.5,2.0,11.0,1989.0,6,3,3,0,0.5,9.41,9.595470085470085,6.134731538922156
1784,Kevin Lee,69.0,170.0,77.0,Orthodox,3.9,42.0,3.23,51.0,3.21,43.0,75.0,0.8,9.0,4.0,1992.0,17,11,6,0,0.6470588235294118,7.13,7.472735042735042,3.021184800623053
1789,Thales Leites,73.0,185.0,78.0,Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,9.0,6.0,1981.0,21,13,8,0,0.6190476190476191,5.12,5.3935042735042735,3.538096238095238
1794,Amanda Lemos,64.0,115.0,65.0,Southpaw,6.21,64.0,5.39,45.0,1.98,100.0,100.0,0.5,5.0,22.0,1987.0,4,3,1,0,0.75,11.6,11.81196581196581,6.358586858585858
1795,Jesse Lennox,69.0,170.0,72.0,Orthodox,2.69,32.0,3.2,64.0,1.22,66.0,63.0,0.3,3.0,10.0,1982.0,3,1,2,0,0.3333333333333333,5.890000000000001,6.01991452991453,5.127869852459017
1797,Nik Lentz,68.0,145.0,68.0,Orthodox,3.44,47.0,3.25,50.0,3.3,32.0,43.0,1.2,8.0,13.0,1984.0,25,14,9,2,0.56,6.6899999999999995,7.074615384615384,3.2272737272727277
1800,Victoria Leonardo,65.0,125.0,64.0,Orthodox,3.4,37.0,4.15,47.0,2.39,37.0,0.0,0.0,2.0,16.0,1990.0,1,0,1,0,0.0,7.550000000000001,7.754273504273505,3.158996815899582
1802,Kimo Leopoldo,75.0,235.0,77.62407882837063,Orthodox,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,1.0,5.0,1968.0,6,2,4,0,0.3333333333333333,2.88,3.4654700854700855,2.932968032967033
1804,Frank Lester,71.0,170.0,72.80568188656306,Orthodox,2.18,36.0,3.82,53.0,0.0,0.0,0.0,0.0,6.0,10.0,1984.0,1,0,1,0,0.0,6.0,6.0,inf
1805,Brock Lesnar,75.0,265.0,81.0,Orthodox,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,7.0,12.0,1977.0,8,4,3,1,0.5,5.64,6.016068376068375,1.946154846153846
1806,Justin Levens,71.0,185.0,73.06925310521412,Orthodox,1.24,47.0,3.15,37.0,1.69,50.0,33.0,5.1,4.0,18.0,1980.0,2,0,2,0,0.0,4.39,4.970341880341881,7.697634136094674
1807,Valerie Letourneau,67.0,115.0,68.0,Orthodox,4.51,37.0,5.4,58.0,0.77,45.0,66.0,0.3,4.0,29.0,1983.0,6,3,3,0,0.5,9.91,10.001452991452991,13.17013087012987
1808,Leah Letson,67.0,145.0,71.0,Unknown,4.87,40.0,3.8,63.0,0.0,0.0,100.0,0.0,8.0,21.0,1992.0,1,1,0,0,1.0,8.67,8.67,inf
1809,Marcus LeVesseur,69.0,155.0,70.0,Southpaw,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,7.0,17.0,1982.0,3,1,2,0,0.3333333333333333,6.25,6.633760683760683,2.2066848046272494
1815,Derrick Lewis,75.0,260.0,79.0,Orthodox,2.59,50.0,2.16,44.0,0.52,26.0,54.0,0.0,2.0,7.0,1985.0,21,16,5,0,0.7619047619047619,4.75,4.794444444444444,9.134616384615384
1816,Bevon Lewis,75.0,185.0,79.0,Orthodox,3.73,43.0,2.67,54.0,0.0,0.0,66.0,0.0,5.0,5.0,1991.0,4,1,3,0,0.25,6.4,6.4,inf
1817,Li Jingliang,72.0,170.0,71.0,Orthodox,4.52,42.0,3.65,59.0,1.28,39.0,59.0,0.0,3.0,20.0,1988.0,14,10,4,0,0.7142857142857143,8.17,8.279401709401709,6.3828135
1819,Zach Light,68.0,170.0,70.04849064082327,Orthodox,0.81,33.0,1.9,48.0,1.36,100.0,0.0,0.0,2.0,6.0,1974.0,1,0,1,0,0.0,2.71,2.8262393162393162,1.9926480588235291
1820,Chuck Liddell,74.0,205.0,76.0,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,12.0,17.0,1969.0,23,16,7,0,0.6956521739130435,5.68,5.717606837606837,12.909091909090908
1824,Hyun Gyu Lim,75.0,170.0,77.0,Orthodox,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,1.0,16.0,1985.0,7,3,4,0,0.42857142857142855,9.52,9.556752136752136,41.591305347826086
1825,Juliana Lima,65.0,115.0,65.0,Orthodox,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,3.0,15.0,1982.0,7,3,4,0,0.42857142857142855,4.05,4.197008547008547,2.3546521627906976
1827,Dhiego Lima,74.0,170.0,75.0,Orthodox,3.14,38.0,3.93,59.0,1.38,42.0,73.0,0.7,1.0,31.0,1989.0,10,4,6,0,0.4,7.07,7.247777777777777,5.823189405797103
1831,Jake Lindsey,71.0,155.0,72.54211066791203,Switch,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,6.0,21.0,1986.0,3,0,3,0,0.0,7.449999999999999,7.505555555555555,11.46153946153846
1832,Matt Lindland,72.0,185.0,74.0,Southpaw,2.62,50.0,1.56,52.0,3.01,48.0,60.0,1.3,5.0,17.0,1970.0,12,9,3,0,0.75,4.18,4.548376068376068,2.6887053189368775
1833,John Lineker,63.0,135.0,67.0,Orthodox,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,6.0,12.0,1990.0,16,12,4,0,0.75,9.629999999999999,9.729145299145298,17.796429571428572
1834,Philipe Lins,74.0,240.0,78.0,Orthodox,2.66,40.0,3.68,49.0,0.0,0.0,0.0,0.0,8.0,17.0,1985.0,2,0,2,0,0.0,6.34,6.34,inf
1835,Lucio Linhares,74.0,185.0,75.8264443509539,Orthodox,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,12.0,8.0,1973.0,2,0,2,0,0.0,4.46,4.781367521367522,4.297850462365591
1837,Ariane Lipski,66.0,125.0,67.0,Orthodox,3.03,32.0,4.45,48.0,0.27,25.0,45.0,0.5,1.0,26.0,1994.0,5,2,3,0,0.4,7.48,7.545811965811966,28.203704703703703
1839,Abner Lloveras,71.0,155.0,72.54211066791203,Unknown,6.27,49.0,6.87,43.0,2.0,20.0,0.0,0.0,9.0,4.0,1982.0,1,0,1,0,0.0,13.14,13.310940170940171,6.570001
1841,Dean Lister,73.0,185.0,75.0,Orthodox,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,2.0,13.0,1976.0,6,4,2,0,0.6666666666666666,3.15,3.379059829059829,3.093671886075949
1842,John Lober,71.0,199.0,73.31525290928842,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,1968.0,1,0,1,0,0.0,0.0,0.0,
1843,Artem Lobov,69.0,145.0,65.0,Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,8.0,11.0,1986.0,7,2,5,0,0.2857142857142857,8.34,8.373333333333333,21.384616384615384
1847,David Loiseau,72.0,185.0,76.0,Orthodox,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,12.0,17.0,1979.0,9,4,5,0,0.4444444444444444,5.23,5.275299145299146,12.26279169767442
1849,Hector Lombard,69.0,185.0,71.0,Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,2.0,2.0,1978.0,12,3,8,1,0.25,6.37,6.5571794871794875,4.26923176923077
1850,Austin Lingo,70.0,145.0,70.0,Orthodox,3.57,44.0,3.17,62.0,1.0,66.0,76.0,0.0,7.0,10.0,1994.0,2,1,1,0,0.5,6.74,6.825470085470085,6.740001
1853,Loma Lookboonmee,61.0,115.0,61.0,Orthodox,5.16,55.0,3.09,59.0,0.67,25.0,72.0,0.0,1.0,18.0,1996.0,3,2,1,0,0.6666666666666666,8.25,8.307264957264957,12.313433835820893
1856,Dileno Lopes,65.0,135.0,66.67629988489773,Unknown,2.37,36.0,3.33,53.0,2.5,31.0,100.0,1.5,9.0,26.0,1984.0,2,0,2,0,0.0,5.7,6.041880341880343,3.7800010000000004
1858,Steve Lopez,71.0,155.0,72.54211066791203,Orthodox,1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,7.0,30.0,1984.0,2,0,2,0,0.0,4.08,4.08,inf
1859,Jorge Lopez,70.0,170.0,71.88661813798313,Orthodox,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,11.0,21.0,1988.0,2,0,2,0,0.0,5.04,5.339145299145299,1.4400009999999999
1861,Gustavo Lopez,65.0,135.0,67.0,Orthodox,2.24,41.0,4.65,51.0,1.07,50.0,27.0,0.5,6.0,27.0,1989.0,3,1,2,0,0.3333333333333333,6.890000000000001,7.024188034188034,6.939253336448599
1862,Matthew Lopez,67.0,135.0,69.0,Southpaw,3.13,50.0,3.73,55.0,3.32,60.0,71.0,1.3,1.0,21.0,1987.0,6,2,4,0,0.3333333333333333,6.859999999999999,7.254871794871794,3.3662660602409638
1863,Nate Loughran,74.0,185.0,75.8264443509539,Orthodox,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,7.0,28.0,1980.0,2,1,1,0,0.5,5.92,6.09948717948718,inf
