gender,weight_class,red_fid,r_fighter,blue_fid,b_fighter,rounds,Referee,bout_month,bout_day,bout_year,city,country,is_title_bout,winner,win_by,last_round
F,115.0,107,Jessica Andrade,2268,Rose Namajunas,3.0,Daniel Movahedi,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Split,3
M,145.0,94,Makwan Amirkhani,1323,Danny Henry,3.0,Leon Roberts,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Submission,1
M,205.0,2363,Volkan Oezdemir,2579,Jiri Prochazka,3.0,Marc Goddard,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,2
M,170.0,3570,Elizeu Zaleski dos Santos,2815,Muslim Salikhov,3.0,Herb Dean,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Split,3
M,135.0,3535,Petr Yan,49,Jose Aldo,5.0,Leon Roberts,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,1.0,red,KO/TKO,5
M,145.0,3394,Alexander Volkanovski,1376,Max Holloway,5.0,Herb Dean,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,1.0,red,Decision - Split,5
M,170.0,3323,Kamaru Usman,1994,Jorge Masvidal,5.0,Marc Goddard,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,1.0,red,Decision - Unanimous,5
F,125.0,2665,Amanda Ribas,3343,Paige VanZant,3.0,Rich Mitchell,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Submission,1
M,155.0,2861,Leonardo Santos,306,Roman Bogatov,3.0,Marc Goddard,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
F,135.0,2758,Karol Rosa,2076,Vanessa Melo,3.0,Daniel Movahedi,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,265.0,3307,Marcin Tybura,1210,Maxim Grishin,3.0,Herb Dean,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,125.0,2426,Raulian Paiva,3581,Zhalgas Zhumagulov,3.0,Leon Roberts,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,135.0,717,Martin Day,1188,Davey Grant,3.0,Rich Mitchell,7.0,11.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,3
M,155.0,2480,Luis Pena,3512,Khama Worthy,3.0,Mark Smith,6.0,27.0,2020.0,Las Vegas,USA,0.0,blue,Submission,3
M,265.0,1834,Philipe Lins,320,Tanner Boser,3.0,Herb Dean,6.0,27.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,265.0,3383,Gian Villante,1203,Maurice Greene,3.0,Mark Smith,6.0,27.0,2020.0,Las Vegas,USA,0.0,blue,Submission,3
M,170.0,2514,Mike Perry,1049,Mickey Gall,3.0,Keith Peterson,6.0,27.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,2555,Dustin Poirier,1392,Dan Hooker,5.0,Herb Dean,6.0,27.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,5
M,185.0,66,Brendan Allen,701,Kyle Daukaus,3.0,Chris Tognoni,6.0,27.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,2879,Takashi Sato,3499,Jason Witt,3.0,Chris Tognoni,6.0,27.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,145.0,1208,Jordan Griffin,3571,Youssef Zalal,3.0,Herb Dean,6.0,27.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
F,115.0,1267,Kay Hansen,1022,Jinh Yu Frey,3.0,Keith Peterson,6.0,27.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
M,185.0,214,Marc-Andre Barriault,2537,Oskar Piechota,3.0,Chris Tognoni,6.0,20.0,2020.0,Las Vegas,USA,0.0,none,Overturned,2
M,155.0,1225,Clay Guida,1201,Bobby Green,3.0,Jason Herzog,6.0,20.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,170.0,2216,Belal Muhammad,1151,Lyman Good,3.0,Chris Tognoni,6.0,20.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,265.0,294,Curtis Blaydes,3396,Alexander Volkov,5.0,,6.0,20.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,5
M,145.0,883,Josh Emmett,405,Shane Burgos,3.0,Jason Herzog,6.0,20.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,115.0,3272,Tecia Torres,3335,Brianna Van Buren,3.0,Mark Smith,6.0,20.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,135.0,2488,Raquel Pennington,2653,Marion Reneau,3.0,Mark Smith,6.0,20.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,125.0,500,Cortney Casey,2714,Gillian Robertson,3.0,Jason Herzog,6.0,20.0,2020.0,Las Vegas,USA,0.0,blue,Submission,3
M,155.0,444,Frank Camacho,1496,Justin Jaynes,3.0,Herb Dean,6.0,20.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
F,125.0,2152,Roxanne Modafferi,2236,Lauren Murphy,3.0,Chris Tognoni,6.0,20.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,155.0,1415,Austin Hubbard,2739,Max Rohskopf,3.0,Mark Smith,6.0,20.0,2020.0,Las Vegas,USA,0.0,red,TKO - Doctor's Stoppage,2
F,125.0,18,Mariya Agapova,559,Hannah Cifers,3.0,Dan Miragliotta,6.0,13.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,145.0,963,Andre Fili,1566,Charles Jourdain,3.0,Chris Tognoni,6.0,13.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,135.0,909,Jordan Espinosa,724,Mark De La Rosa,3.0,Herb Dean,6.0,13.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,2701,Karl Roberson,3369,Marvin Vettori,3.0,Dan Miragliotta,6.0,13.0,2020.0,Las Vegas,USA,0.0,blue,Submission,1
M,155.0,2757,Charles Rosa,22,Kevin Aguilar,3.0,Mark Smith,6.0,13.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
F,125.0,924,Jessica Eye,443,Cynthia Calvillo,5.0,Herb Dean,6.0,13.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,5
F,135.0,165,Julia Avila,2014,Gina Mazany,3.0,Chris Tognoni,6.0,13.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,170.0,1469,Anthony Ivy,23,Christian Aguilera,3.0,Dan Miragliotta,6.0,13.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,135.0,2263,Tyson Nam,15,Zarrukh Adashev,3.0,Herb Dean,6.0,13.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,145.0,3101,Cody Stamann,1615,Brian Kelleher,3.0,Mark Smith,6.0,6.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,135.0,3495,Eddie Wineland,2354,Sean O'Malley,3.0,Herb Dean,6.0,6.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,145.0,434,Alex Caceres,1391,Chase Hooper,3.0,Keith Peterson,6.0,6.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,135.0,154,Raphael Assuncao,1067,Cody Garbrandt,3.0,Keith Peterson,6.0,6.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,2
F,145.0,2336,Amanda Nunes,3085,Felicia Spencer,5.0,Herb Dean,6.0,6.0,2020.0,Las Vegas,USA,1.0,red,Decision - Unanimous,5
M,135.0,3118,Aljamain Sterling,2836,Cory Sandhagen,3.0,Chris Tognoni,6.0,6.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,1913,Neil Magny,1976,Anthony Rocco Martin,3.0,Mark Smith,6.0,6.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,1312,Ian Heinisch,2068,Gerald Meerschaert,3.0,Chris Tognoni,6.0,6.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,429,Charles Byrd,2548,Maki Pitolo,3.0,Herb Dean,6.0,6.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,2
M,205.0,2084,Alonzo Menifield,566,Devin Clark,3.0,Mark Smith,6.0,6.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,125.0,995,Jussier Formiga,2504,Alex Perez,3.0,Keith Peterson,6.0,6.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,265.0,1470,Blagoy Ivanov,2803,Augusto Sakai,3.0,Jason McCoy,5.0,30.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Split,3
M,205.0,1354,Jamahal Hill,8,Klidson Abreu,3.0,Herb Dean,5.0,30.0,2020.0,Las Vegas,USA,0.0,none,Overturned,1
F,115.0,755,Mackenzie Dern,559,Hannah Cifers,3.0,Jason Herzog,5.0,30.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,2731,Daniel Rodriguez,1200,Gabe Green,3.0,Mark Smith,5.0,30.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,125.0,552,Katlyn Chookagian,2952,Antonina Shevchenko,3.0,Chris Tognoni,5.0,30.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,3508,Tyron Woodley,412,Gilbert Burns,5.0,Herb Dean,5.0,30.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,5
M,155.0,2711,Roosevelt Roberts,3445,Brok Weaver,3.0,Herb Dean,5.0,30.0,2020.0,Las Vegas,USA,0.0,red,Submission,2
M,125.0,877,Tim Elliott,2776,Brandon Royval,3.0,Mark Smith,5.0,30.0,2020.0,Las Vegas,USA,0.0,blue,Submission,2
M,135.0,3044,Louis Smolka,1628,Casey Kenney,3.0,Chris Tognoni,5.0,30.0,2020.0,Las Vegas,USA,0.0,blue,Submission,1
M,145.0,1237,Chris Gutierrez,2183,Vince Morales,3.0,Jason Herzog,5.0,30.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,145.0,1435,Dan Ige,200,Edson Barboza,3.0,Jason Herzog,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
F,115.0,1043,Claudia Gadelha,1356,Angela Hill,3.0,Keith Peterson,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
M,185.0,1333,Anthony Hernandez,1369,Kevin Holland,3.0,Michael Cardoso,5.0,16.0,2020.0,Jacksonville,USA,0.0,blue,KO/TKO,1
M,145.0,538,Giga Chikadze,2694,Irwin Rivera,3.0,Keith Peterson,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
M,185.0,96,Eryk Anders,1564,Krzysztof Jotko,3.0,Herb Dean,5.0,16.0,2020.0,Jacksonville,USA,0.0,blue,Decision - Unanimous,3
M,170.0,374,Matt Brown,177,Miguel Baeza,3.0,Jason Herzog,5.0,16.0,2020.0,Jacksonville,USA,0.0,blue,KO/TKO,2
M,265.0,2410,Alistair Overeem,1281,Walt Harris,5.0,Dan Miragliotta,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,KO/TKO,2
M,145.0,3057,Song Yadong,3366,Marlon Vera,3.0,Dan Miragliotta,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
F,125.0,500,Cortney Casey,2751,Mara Romero Borella,3.0,Michael Cardoso,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,Submission,1
M,145.0,871,Darren Elkins,1736,Nate Landwehr,3.0,Herb Dean,5.0,16.0,2020.0,Jacksonville,USA,0.0,blue,Decision - Unanimous,3
M,265.0,2273,Rodrigo Nascimento,2012,Don'Tale Mayes,3.0,Dan Miragliotta,5.0,16.0,2020.0,Jacksonville,USA,0.0,red,Submission,2
M,135.0,3004,Ricky Simon,318,Ray Borg,3.0,,5.0,13.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
M,265.0,2768,Ben Rothwell,2799,Ovince Saint Preux,3.0,Dan Miragliotta,5.0,13.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
M,155.0,249,Gabriel Benitez,2186,Omar Morales,3.0,Dan Miragliotta,5.0,13.0,2020.0,Jacksonville,USA,0.0,blue,Decision - Unanimous,3
M,205.0,3033,Anthony Smith,3223,Glover Teixeira,5.0,Jason Herzog,5.0,13.0,2020.0,Jacksonville,USA,0.0,blue,KO/TKO,5
M,265.0,133,Andrei Arlovski,1834,Philipe Lins,3.0,Herb Dean,5.0,13.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
M,155.0,1527,Michael Johnson,2154,Thiago Moises,3.0,Keith Peterson,5.0,13.0,2020.0,Jacksonville,USA,0.0,blue,Submission,2
M,155.0,1332,Alexander Hernandez,788,Drew Dober,3.0,Herb Dean,5.0,13.0,2020.0,Jacksonville,USA,0.0,blue,KO/TKO,2
F,135.0,913,Sijara Eubanks,2189,Sarah Moras,3.0,Michael Cardoso,5.0,13.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
M,145.0,174,Hunter Azure,1615,Brian Kelleher,3.0,Jason Herzog,5.0,13.0,2020.0,Jacksonville,USA,0.0,blue,KO/TKO,2
M,265.0,2950,Chase Sherman,3384,Ike Villanueva,3.0,Michael Cardoso,5.0,13.0,2020.0,Jacksonville,USA,0.0,red,KO/TKO,2
F,115.0,906,Carla Esparza,3438,Michelle Waterson,3.0,Dan Miragliotta,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
M,170.0,2519,Anthony Pettis,522,Donald Cerrone,3.0,Keith Peterson,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
M,265.0,2373,Aleksei Oleinik,3457,Fabricio Werdum,3.0,Herb Dean,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
M,145.0,3119,Jeremy Stephens,1605,Calvin Kattar,3.0,Jason Herzog,5.0,9.0,2020.0,Jacksonville,USA,0.0,blue,KO/TKO,2
M,155.0,947,Tony Ferguson,1041,Justin Gaethje,5.0,Herb Dean,5.0,9.0,2020.0,Jacksonville,USA,1.0,blue,KO/TKO,5
M,265.0,2302,Francis Ngannou,2777,Jairzinho Rozenstruik,3.0,Dan Miragliotta,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,KO/TKO,1
M,135.0,517,Henry Cejudo,658,Dominick Cruz,5.0,Keith Peterson,5.0,9.0,2020.0,Jacksonville,USA,1.0,red,KO/TKO,2
M,170.0,1882,Vicente Luque,2575,Niko Price,3.0,Jason Herzog,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,TKO - Doctor's Stoppage,3
M,265.0,1273,Greg Hardy,719,Yorgan De Castro,3.0,Herb Dean,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
M,205.0,3080,Ryan Spann,89,Sam Alvey,3.0,Dan Miragliotta,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,Decision - Split,3
M,145.0,2140,Bryce Mitchell,2757,Charles Rosa,3.0,Keith Peterson,5.0,9.0,2020.0,Jacksonville,USA,0.0,red,Decision - Unanimous,3
F,115.0,2665,Amanda Ribas,1956,Randa Markos,3.0,Camila Albuquerque,3.0,14.0,2020.0,Brasilia,Brazil,0.0,red,Decision - Unanimous,3
M,125.0,995,Jussier Formiga,2194,Brandon Moreno,3.0,Eduardo Herdy,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,Decision - Unanimous,3
M,155.0,2156,Renato Moicano,1243,Damir Hadzovic,3.0,Eduardo Herdy,3.0,14.0,2020.0,Brasilia,Brazil,0.0,red,Submission,1
M,170.0,3570,Elizeu Zaleski dos Santos,1701,Aleksei Kunchenko,3.0,Osiris Maia,3.0,14.0,2020.0,Brasilia,Brazil,0.0,red,Decision - Unanimous,3
M,205.0,3412,Johnny Walker,1697,Nikita Krylov,3.0,Mike Beltran,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,Decision - Unanimous,3
M,170.0,1927,Demian Maia,412,Gilbert Burns,3.0,Osiris Maia,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,KO/TKO,1
M,155.0,1784,Kevin Lee,2375,Charles Oliveira,5.0,Mike Beltran,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,Submission,3
M,155.0,3288,Francisco Trinaldo,1926,John Makdessi,3.0,Osiris Maia,3.0,14.0,2020.0,Brasilia,Brazil,0.0,red,Decision - Unanimous,3
M,135.0,3524,Rani Yahya,219,Enrique Barzola,3.0,Julio Catarino,3.0,14.0,2020.0,Brasilia,Brazil,0.0,none,Decision - Majority,3
F,125.0,398,Mayra Bueno Silva,2200,Maryna Moroz,3.0,Camila Albuquerque,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,Decision - Unanimous,3
M,125.0,2996,Bruno Silva,840,David Dvorak,3.0,Julio Catarino,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,Decision - Unanimous,3
F,135.0,1893,Veronica Macedo,1936,Bea Malecki,3.0,Mike Beltran,3.0,14.0,2020.0,Brasilia,Brazil,0.0,blue,Decision - Unanimous,3
M,155.0,699,Beneil Dariush,1665,Drakkar Klose,3.0,Jason Herzog,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,170.0,1913,Neil Magny,1817,Li Jingliang,3.0,Keith Peterson,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,135.0,2354,Sean O'Malley,2602,Jose Quinonez,3.0,Dan Miragliotta,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,14,Israel Adesanya,2749,Yoel Romero,5.0,Dan Miragliotta,3.0,7.0,2020.0,Las Vegas,USA,1.0,red,Decision - Unanimous,5
F,115.0,3580,Zhang Weili,1499,Joanna Jedrzejczyk,5.0,Keith Peterson,3.0,7.0,2020.0,Las Vegas,USA,1.0,red,Decision - Split,5
M,185.0,3379,Rodolfo Vieira,2794,Saparbeg Safarov,3.0,Jason Herzog,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,155.0,1902,Mark Madsen,1415,Austin Hubbard,3.0,Chris Tognoni,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,145.0,538,Giga Chikadze,884,Jamall Emmers,3.0,Mark Smith,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,135.0,225,Batgerel Danaa,460,Guido Cannetti,3.0,Chris Tognoni,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,2068,Gerald Meerschaert,3497,Deron Winn,3.0,Keith Peterson,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
M,170.0,2380,Alex Oliveira,1198,Max Griffin,3.0,Mark Smith,3.0,7.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,265.0,3307,Marcin Tybura,3092,Serghei Spivac,3.0,Bill Bookwalter,2.0,29.0,2020.0,Norfolk,USA,0.0,red,Decision - Unanimous,3
M,205.0,675,Ion Cutelaba,112,Magomed Ankalaev,3.0,Kevin MacDonald,2.0,29.0,2020.0,Norfolk,USA,0.0,blue,KO/TKO,1
F,145.0,3085,Felicia Spencer,932,Zarah Fairn,3.0,Dan Miragliotta,2.0,29.0,2020.0,Norfolk,USA,0.0,red,KO/TKO,1
M,145.0,715,Grant Dawson,2122,Darrick Minner,3.0,Kevin MacDonald,2.0,29.0,2020.0,Norfolk,USA,0.0,red,Submission,2
M,185.0,66,Brendan Allen,350,Tom Breese,3.0,Bill Bookwalter,2.0,29.0,2020.0,Norfolk,USA,0.0,red,KO/TKO,1
M,135.0,2995,Gabriel Silva,2531,Kyler Phillips,3.0,Dan Miragliotta,2.0,29.0,2020.0,Norfolk,USA,0.0,blue,Decision - Unanimous,3
M,125.0,246,Joseph Benavidez,958,Deiveson Figueiredo,5.0,Dan Miragliotta,2.0,29.0,2020.0,Norfolk,USA,0.0,blue,KO/TKO,2
F,145.0,103,Megan Anderson,824,Norma Dumont,3.0,Kevin MacDonald,2.0,29.0,2020.0,Norfolk,USA,0.0,red,KO/TKO,1
M,145.0,1208,Jordan Griffin,376,TJ Brown,3.0,Mike King,2.0,29.0,2020.0,Norfolk,USA,0.0,red,Submission,2
M,170.0,342,Sean Brady,2279,Ismail Naurdiev,3.0,Scott Howard,2.0,29.0,2020.0,Norfolk,USA,0.0,red,Decision - Unanimous,3
M,145.0,659,Aalon Cruz,480,Spike Carlyle,3.0,Scott Howard,2.0,29.0,2020.0,Norfolk,USA,0.0,blue,KO/TKO,1
M,155.0,2480,Luis Pena,1073,Steve Garcia,3.0,Mike King,2.0,29.0,2020.0,Norfolk,USA,0.0,red,Decision - Unanimous,3
M,205.0,657,Jimmy Crute,2372,Michal Oleksiejczuk,3.0,John Sharp,2.0,22.0,2020.0,Auckland,New Zealand,0.0,red,Submission,1
M,155.0,942,Paul Felder,1392,Dan Hooker,5.0,Marc Goddard,2.0,22.0,2020.0,Auckland,New Zealand,0.0,blue,Decision - Split,5
M,155.0,3304,Jalin Turner,667,Josh Culibao,3.0,Mark Craig,2.0,22.0,2020.0,Auckland,New Zealand,0.0,red,KO/TKO,2
F,115.0,1690,Karolina Kowalkiewicz,3533,Yan Xiaonan,3.0,Mark Craig,2.0,22.0,2020.0,Auckland,New Zealand,0.0,blue,Decision - Unanimous,3
M,265.0,3064,Ben Sosoli,2741,Marcos Rogerio de Lima,3.0,Neil Swailes,2.0,22.0,2020.0,Auckland,New Zealand,0.0,blue,KO/TKO,1
M,155.0,2674,Brad Riddell,2245,Magomed Mustafaev,3.0,John Sharp,2.0,22.0,2020.0,Auckland,New Zealand,0.0,red,Decision - Split,3
M,145.0,22,Kevin Aguilar,3300,Zubaira Tukhugov,3.0,Marc Goddard,2.0,22.0,2020.0,Auckland,New Zealand,0.0,blue,KO/TKO,1
M,170.0,2001,Jake Matthews,2064,Emil Meek,3.0,John Sharp,2.0,22.0,2020.0,Auckland,New Zealand,0.0,red,Decision - Unanimous,3
F,115.0,1853,Loma Lookboonmee,1356,Angela Hill,3.0,John Sharp,2.0,22.0,2020.0,Auckland,New Zealand,0.0,blue,Decision - Unanimous,3
M,125.0,1600,Kai Kara-France,2263,Tyson Nam,3.0,Marc Goddard,2.0,22.0,2020.0,Auckland,New Zealand,0.0,red,Decision - Unanimous,3
M,170.0,2562,Callan Potter,3056,Song Kenan,3.0,Neil Swailes,2.0,22.0,2020.0,Auckland,New Zealand,0.0,blue,KO/TKO,1
F,125.0,436,Priscila Cachoeira,789,Shana Dobson,3.0,Neil Swailes,2.0,22.0,2020.0,Auckland,New Zealand,0.0,red,KO/TKO,1
M,170.0,2057,Tim Means,2731,Daniel Rodriguez,3.0,Herb Dean,2.0,15.0,2020.0,Rio Rancho,USA,0.0,blue,Submission,2
M,155.0,3341,Lando Vannata,2060,Yancy Medeiros,3.0,,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,Decision - Unanimous,3
M,155.0,3445,Brok Weaver,3344,Kazula Vargas,3.0,Robert Romero,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,DQ,1
F,125.0,723,Montana De La Rosa,2751,Mara Romero Borella,3.0,Joe Coca,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,Decision - Unanimous,3
M,125.0,316,Rogerio Bontorin,318,Ray Borg,3.0,Herb Dean,2.0,15.0,2020.0,Rio Rancho,USA,0.0,blue,Decision - Unanimous,3
M,170.0,2828,Diego Sanchez,2492,Michel Pereira,3.0,Jason Herzog,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,DQ,3
M,205.0,102,Corey Anderson,286,Jan Blachowicz,5.0,Herb Dean,2.0,15.0,2020.0,Rio Rancho,USA,0.0,blue,KO/TKO,1
M,135.0,792,John Dodson,3506,Nathaniel Wood,3.0,Joe Coca,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,KO/TKO,3
M,155.0,2112,Jim Miller,1383,Scott Holtzman,3.0,Robert Romero,2.0,15.0,2020.0,Rio Rancho,USA,0.0,blue,Decision - Unanimous,3
M,205.0,566,Devin Clark,3278,Dequan Townsend,3.0,Jason Herzog,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,Decision - Unanimous,3
M,135.0,1628,Casey Kenney,842,Merab Dvalishvili,3.0,Joe Coca,2.0,15.0,2020.0,Rio Rancho,USA,0.0,blue,Decision - Unanimous,3
M,125.0,724,Mark De La Rosa,2426,Raulian Paiva,3.0,Robert Romero,2.0,15.0,2020.0,Rio Rancho,USA,0.0,blue,KO/TKO,2
F,135.0,537,Macy Chiasson,3559,Shanna Young,3.0,Herb Dean,2.0,15.0,2020.0,Rio Rancho,USA,0.0,red,Decision - Unanimous,3
F,125.0,2954,Valentina Shevchenko,552,Katlyn Chookagian,5.0,Jacob Montalvo,2.0,8.0,2020.0,Houston,USA,1.0,red,KO/TKO,3
M,265.0,11,Juan Adams,3179,Justin Tafa,3.0,Jeff Rexroad,2.0,8.0,2020.0,Houston,USA,0.0,blue,KO/TKO,1
M,185.0,1104,Trevin Giles,1694,James Krause,3.0,Jacob Montalvo,2.0,8.0,2020.0,Houston,USA,0.0,red,Decision - Split,3
M,265.0,1815,Derrick Lewis,1750,Ilir Latifi,3.0,Dan Miragliotta,2.0,8.0,2020.0,Houston,USA,0.0,red,Decision - Unanimous,3
F,125.0,2236,Lauren Murphy,1783,Andrea Lee,3.0,Jeff Rexroad,2.0,8.0,2020.0,Houston,USA,0.0,red,Decision - Split,3
M,205.0,1544,Jon Jones,2656,Dominick Reyes,5.0,Dan Miragliotta,2.0,8.0,2020.0,Houston,USA,1.0,red,Decision - Unanimous,5
M,145.0,238,Mirsad Bektic,1435,Dan Ige,3.0,Kerry Hatley,2.0,8.0,2020.0,Houston,USA,0.0,blue,Decision - Split,3
M,170.0,2199,Alex Morono,3487,Khaos Williams,3.0,Kerry Hatley,2.0,8.0,2020.0,Houston,USA,0.0,blue,KO/TKO,1
M,135.0,920,Andre Ewell,1980,Jonathan Martinez,3.0,Kerry Hatley,2.0,8.0,2020.0,Houston,USA,0.0,red,Decision - Split,3
M,135.0,2542,Domingo Pilarte,2299,Journey Newson,3.0,Jacob Montalvo,2.0,8.0,2020.0,Houston,USA,0.0,none,Overturned,1
M,135.0,1516,Miles Johns,228,Mario Bautista,3.0,Dan Miragliotta,2.0,8.0,2020.0,Houston,USA,0.0,blue,KO/TKO,2
M,145.0,1850,Austin Lingo,3571,Youssef Zalal,3.0,Jeff Rexroad,2.0,8.0,2020.0,Houston,USA,0.0,blue,Decision - Unanimous,3
M,265.0,294,Curtis Blaydes,806,Junior Dos Santos,5.0,Dan Miragliotta,1.0,25.0,2020.0,Raleigh,USA,0.0,red,KO/TKO,2
F,125.0,1658,Justine Kish,2583,Lucie Pudilova,3.0,Kevin MacDonald,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Decision - Unanimous,3
M,185.0,1816,Bevon Lewis,3278,Dequan Townsend,3.0,Kevin MacDonald,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Decision - Unanimous,3
M,125.0,909,Jordan Espinosa,2504,Alex Perez,3.0,Dan Miragliotta,1.0,25.0,2020.0,Raleigh,USA,0.0,blue,Submission,1
M,205.0,1354,Jamahal Hill,3136,Darko Stosic,3.0,Dan Miragliotta,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Decision - Unanimous,3
