fighter_id,fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birth_month,birth_day,birth_year,bouts,wins,losses,draw_nc
2754,Joao Roque,66.0,155.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,1971.0,1,0,1,0
2755,George Roop,73.0,135.0,72.0,Orthodox,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,11.0,10.0,1981.0,13,5,8,0
2756,Aaron Rosa,76.0,205.0,77.0,Orthodox,4.03,47.0,4.41,45.0,0.36,33.0,85.0,0.4,5.0,28.0,1983.0,3,1,2,0
2757,Charles Rosa,69.0,145.0,69.0,Switch,3.11,37.0,3.78,48.0,1.76,32.0,40.0,1.0,8.0,24.0,1986.0,9,4,5,0
2758,Karol Rosa,65.0,135.0,67.0,Orthodox,7.73,52.0,5.51,48.0,2.0,60.0,90.0,0.0,12.0,30.0,1994.0,3,3,0,0
2761,Jake Rosholt,73.0,185.0,,Orthodox,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8,2.0,9.0,1982.0,3,1,2,0
2762,Jared Rosholt,74.0,265.0,75.0,Orthodox,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1,8.0,4.0,1986.0,8,6,2,0
2766,Kristian Rothaermel,72.0,205.0,,Open Stance,0.75,50.0,2.49,41.0,0.0,0.0,0.0,0.0,1.0,31.0,1972.0,1,0,1,0
2768,Ben Rothwell,76.0,265.0,78.0,Orthodox,3.55,41.0,4.57,46.0,0.63,33.0,69.0,0.3,10.0,17.0,1981.0,15,8,7,0
2769,Khalil Rountree Jr.,73.0,205.0,76.0,Southpaw,3.06,38.0,3.63,49.0,0.0,0.0,50.0,0.2,2.0,26.0,1990.0,10,4,5,1
2770,Ronda Rousey,67.0,135.0,66.0,Orthodox,4.17,52.0,4.14,44.0,6.26,68.0,50.0,4.8,2.0,1.0,1987.0,8,6,2,0
2773,Philip Rowe,75.0,170.0,80.0,Orthodox,4.99,60.0,5.34,51.0,1.19,33.0,25.0,0.0,7.0,18.0,1990.0,1,0,1,0
2776,Brandon Royval,69.0,125.0,68.0,Southpaw,3.77,46.0,2.88,47.0,0.79,100.0,53.0,2.4,8.0,16.0,1992.0,3,2,1,0
2777,Jairzinho Rozenstruik,76.0,242.0,78.0,Orthodox,3.14,48.0,3.48,39.0,0.0,0.0,80.0,0.0,3.0,17.0,1988.0,7,5,2,0
2778,Marco Ruas,73.0,210.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1961.0,6,4,2,0
2779,Rodrigo Ruas,70.0,185.0,,Orthodox,1.28,35.0,7.0,41.0,0.0,0.0,0.0,0.0,10.0,6.0,1977.0,1,0,1,0
2781,Rodolfo Rubio Perez,65.0,145.0,,Orthodox,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0,1.0,29.0,1987.0,1,0,1,0
2782,Mauricio Rua,73.0,205.0,76.0,Orthodox,3.57,50.0,2.71,54.0,2.12,48.0,47.0,0.8,11.0,25.0,1981.0,22,11,10,1
2783,Gabe Ruediger,70.0,155.0,,Orthodox,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,8.0,29.0,1977.0,3,0,3,0
2784,Eddie Ruiz,67.0,155.0,,Orthodox,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0,6.0,10.0,1967.0,1,0,1,0
2787,Mike Russow,73.0,255.0,73.0,Orthodox,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,9.0,11.0,1976.0,6,4,2,0
2788,Bas Rutten,73.0,205.0,,Orthodox,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,2.0,24.0,1965.0,2,2,0,0
2793,Amir Sadollah,70.0,170.0,75.0,Orthodox,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,8.0,27.0,1980.0,11,6,5,0
2794,Saparbeg Safarov,73.0,185.0,78.0,Orthodox,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,10.0,14.0,1986.0,4,1,3,0
2795,Frankie Saenz,66.0,135.0,66.0,Orthodox,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1,8.0,12.0,1980.0,10,5,5,0
2796,Jason Saggo,71.0,155.0,71.0,Orthodox,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,11.0,23.0,1985.0,6,3,3,0
2797,Tarec Saffiedine,70.0,170.0,70.0,Switch,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,9.0,6.0,1986.0,6,2,4,0
2798,Lukasz Sajewski,68.0,155.0,71.0,Orthodox,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,11.0,27.0,1990.0,3,0,3,0
2799,Ovince Saint Preux,75.0,205.0,80.0,Southpaw,2.68,46.0,3.03,45.0,1.19,40.0,66.0,0.6,4.0,8.0,1983.0,23,13,10,0
2803,Augusto Sakai,75.0,265.0,77.0,Orthodox,5.32,48.0,4.02,50.0,0.15,50.0,66.0,0.0,5.0,9.0,1991.0,5,4,1,0
2804,Gokhan Saki,72.0,205.0,73.0,Orthodox,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0,10.0,19.0,1983.0,2,1,1,0
2805,Alessio Sakara,72.0,185.0,72.0,Orthodox,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,9.0,2.0,1981.0,15,6,8,1
2807,Kazushi Sakuraba,72.0,185.0,,Southpaw,1.26,41.0,2.03,51.0,1.26,31.0,48.0,1.7,7.0,14.0,1969.0,2,1,0,1
2808,Justin Salas,68.0,155.0,70.0,Southpaw,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,3.0,13.0,1982.0,7,3,4,0
2809,Hayato Sakurai,67.0,168.0,,Orthodox,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3,8.0,24.0,1975.0,1,0,1,0
2811,Ivan Salaverry,72.0,185.0,,Orthodox,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,1.0,11.0,1971.0,7,3,4,0
2813,Roman Salazar,67.0,135.0,,Orthodox,1.95,39.0,2.89,57.0,1.77,18.0,50.0,0.0,2.0,21.0,1988.0,3,0,2,1
2815,Muslim Salikhov,71.0,170.0,70.0,Orthodox,2.85,46.0,2.29,67.0,0.87,30.0,80.0,0.0,6.0,9.0,1984.0,5,4,1,0
2816,Sean Salmon,70.0,185.0,,Southpaw,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,9.0,11.0,1977.0,2,0,2,0
2818,Boston Salmon,69.0,135.0,69.0,Southpaw,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0,11.0,20.0,1990.0,2,0,2,0
2820,John Salter,73.0,185.0,74.0,Southpaw,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,3.0,21.0,1985.0,3,1,2,0
2821,Josh Samman,75.0,185.0,79.0,Orthodox,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,3.0,14.0,1988.0,5,3,2,0
2823,Josh Sampo,64.0,125.0,64.0,Orthodox,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1,7.0,24.0,1984.0,4,1,3,0
2824,Eddie Sanchez,74.0,230.0,74.0,Orthodox,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,11.0,4.0,1982.0,6,3,3,0
2825,Julian Sanchez,75.0,300.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
2828,Diego Sanchez,70.0,170.0,72.0,Southpaw,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,12.0,31.0,1981.0,32,19,13,0
2829,Joby Sanchez,66.0,135.0,68.0,Orthodox,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4,6.0,24.0,1991.0,5,1,4,0
2831,Jesse Sanders,72.0,170.0,,Orthodox,0.0,0.0,6.45,35.0,0.0,0.0,50.0,0.0,,,,1,0,1,0
2833,Andrew Sanchez,73.0,185.0,74.0,Orthodox,4.48,42.0,5.05,51.0,1.92,31.0,100.0,0.0,4.0,8.0,1988.0,9,5,4,0
2834,Robert Sanchez,66.0,125.0,66.0,Orthodox,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,3.0,5.0,1986.0,3,1,2,0
2835,Jerrod Sanders,68.0,135.0,72.0,Orthodox,0.88,64.0,1.14,46.0,2.2,33.0,50.0,1.6,10.0,1.0,1979.0,4,1,2,1
2836,Cory Sandhagen,71.0,135.0,70.0,Switch,6.85,48.0,3.89,59.0,1.07,50.0,30.0,0.5,4.0,20.0,1992.0,8,7,1,0
2837,Luke Sanders,66.0,135.0,67.0,Southpaw,6.21,51.0,4.11,53.0,0.31,20.0,66.0,0.3,12.0,12.0,1985.0,7,3,4,0
2839,Joseph Sandoval,67.0,135.0,,Southpaw,1.82,42.0,12.12,60.0,0.0,0.0,0.0,0.0,5.0,11.0,1986.0,2,0,2,0
2840,Hector Sandoval,62.0,125.0,64.0,Orthodox,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,7.0,19.0,1986.0,4,2,2,0
2842,Chris Sanford,71.0,185.0,,Orthodox,0.23,50.0,3.22,17.0,0.0,0.0,0.0,3.5,3.0,12.0,1968.0,1,0,1,0
2844,Roldan Sangcha'an,64.0,125.0,,Orthodox,2.71,46.0,2.15,51.0,1.94,60.0,68.0,0.0,12.0,4.0,1990.0,2,0,2,0
2846,Duda Santana,67.0,145.0,73.0,Orthodox,6.01,39.0,2.72,73.0,6.44,60.0,0.0,0.0,1.0,10.0,1996.0,1,0,1,0
2849,Mike Santiago,70.0,145.0,69.0,Orthodox,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1,7.0,28.0,1989.0,3,0,3,0
2851,Jorge Santiago,73.0,170.0,75.0,Orthodox,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,10.0,9.0,1980.0,6,1,5,0
2855,Adriano Santos,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
2857,Iliarde Santos,65.0,125.0,67.0,Orthodox,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0,9.0,25.0,1980.0,3,0,3,0
2859,Thiago Santos,74.0,205.0,76.0,Orthodox,4.27,48.0,2.33,55.0,0.7,38.0,66.0,0.1,1.0,7.0,1984.0,21,13,8,0
2861,Leonardo Santos,72.0,155.0,75.0,Orthodox,2.65,44.0,2.77,58.0,1.07,29.0,89.0,0.3,2.0,5.0,1980.0,9,7,1,1
2862,Bruno Santos,69.0,185.0,,Orthodox,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3,7.0,17.0,1987.0,3,1,2,0
2865,Taila Santos,66.0,125.0,68.0,Orthodox,3.52,48.0,2.22,59.0,2.0,80.0,85.0,1.0,6.0,22.0,1993.0,3,2,1,0
2867,Nick Sanzo,69.0,190.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
2869,Diego Saraiva,66.0,155.0,,Orthodox,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,4.0,23.0,1982.0,3,0,3,0
2870,Daniel Sarafian,69.0,185.0,73.0,Orthodox,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7,8.0,21.0,1982.0,6,2,4,0
2873,Yuki Sasaki,74.0,185.0,,Orthodox,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0,9.0,12.0,1976.0,1,0,1,0
2875,Yuta Sasaki,70.0,125.0,71.0,Southpaw,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2,10.0,7.0,1989.0,9,4,5,0
2876,Paul Sass,72.0,155.0,73.0,Orthodox,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4,8.0,4.0,1988.0,5,3,2,0
2878,Takenori Sato,70.0,170.0,,Southpaw,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,6.0,8.0,1985.0,2,0,2,0
2879,Takashi Sato,70.0,170.0,73.0,Southpaw,3.16,37.0,4.81,50.0,0.53,50.0,75.0,0.0,6.0,9.0,1990.0,4,2,2,0
2882,Townsend Saunders,65.0,170.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,0,2,0
2883,Ben Saunders,74.0,170.0,77.0,Orthodox,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,4.0,13.0,1983.0,19,9,10,0
2884,Chris Saunders,68.0,155.0,,Unknown,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0,3.0,11.0,1986.0,1,0,1,0
2887,Matt Sayles,67.0,145.0,68.0,Orthodox,5.44,42.0,3.13,61.0,0.0,0.0,81.0,0.4,2.0,21.0,1994.0,3,1,2,0
2889,Mark Scanlon,69.0,170.0,,Orthodox,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0,,,,1,0,1,0
2890,Eric Schafer,75.0,185.0,76.0,Orthodox,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,9.0,20.0,1977.0,9,3,6,0
2891,Brendan Schaub,76.0,245.0,78.0,Orthodox,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,3.0,18.0,1983.0,11,6,5,0
2892,Kerry Schall,74.0,265.0,,Orthodox,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0,8.0,9.0,1971.0,1,0,1,0
2896,Fabiano Scherner,75.0,257.0,,Orthodox,1.31,31.0,3.2,38.0,1.09,33.0,40.0,0.0,6.0,30.0,1972.0,2,0,2,0
2898,Samy Schiavo,68.0,155.0,,Orthodox,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9,12.0,24.0,1975.0,2,0,2,0
2899,Semmy Schilt,82.0,265.0,,Orthodox,1.2,50.0,1.31,53.0,0.0,0.0,47.0,1.1,10.0,27.0,1973.0,2,1,1,0
2903,Matt Schnell,68.0,125.0,70.0,Orthodox,4.2,36.0,4.02,62.0,0.48,33.0,53.0,1.2,1.0,15.0,1990.0,8,5,3,0
2904,Darrill Schoonover,74.0,220.0,,Orthodox,1.2,33.0,4.35,38.0,0.0,0.0,50.0,1.1,7.0,18.0,1985.0,1,0,1,0
2905,Alex Schoenauer,75.0,185.0,,Orthodox,1.22,40.0,2.27,42.0,0.0,0.0,22.0,4.9,5.0,5.0,1976.0,1,0,1,0
2907,Nate Schroeder,73.0,230.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
2909,Mark Schultz,69.0,200.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0
2912,Justin Scoggins,67.0,125.0,66.0,Southpaw,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,5.0,2.0,1992.0,9,4,5,0
2913,Pat Schilling,68.0,145.0,,Orthodox,1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0,8.0,28.0,1988.0,2,0,2,0
2914,Brad Scott,73.0,170.0,76.0,Orthodox,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,6.0,24.0,1989.0,8,3,5,0
2920,Neil Seery,64.0,125.0,64.0,Orthodox,3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6,8.0,30.0,1979.0,7,3,4,0
2923,Stefan Sekulic,72.0,170.0,75.0,Southpaw,1.47,37.0,2.4,57.0,1.0,20.0,33.0,0.0,2.0,12.0,1992.0,1,0,1,0
2924,Pete Sell,71.0,170.0,75.0,Orthodox,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,8.0,5.0,1982.0,7,2,5,0
2925,Andrei Semenov,72.0,185.0,,Orthodox,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4,6.0,17.0,1977.0,2,1,1,0
2927,Matthew Semelsberger,73.0,170.0,75.0,Switch,7.93,50.0,5.31,56.0,1.97,100.0,100.0,1.0,11.0,23.0,1992.0,2,2,0,0
2929,Mackens Semerzier,69.0,145.0,72.0,Orthodox,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,11.0,3.0,1980.0,3,1,1,1
2932,Ivan Serati,72.0,205.0,,Orthodox,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
2934,Adrian Serrano,68.0,170.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,1963.0,1,0,1,0
2935,Nick Serra,69.0,170.0,,Orthodox,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,3.0,27.0,1978.0,1,0,1,0
2936,Fredy Serrano,63.0,125.0,65.0,Orthodox,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,9.0,22.0,1979.0,4,2,2,0
2938,Matt Serra,66.0,170.0,68.0,Orthodox,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,6.0,2.0,1974.0,14,7,7,0
2940,Dan Severn,74.0,250.0,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1958.0,13,9,4,0
2941,Rosi Sexton,63.0,135.0,,Orthodox,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,7.0,16.0,1977.0,2,0,2,0
2943,Edmen Shahbazyan,74.0,185.0,74.0,Orthodox,3.85,51.0,4.31,49.0,4.44,40.0,58.0,0.5,11.0,20.0,1997.0,5,4,1,0
2944,Liliya Shakirova,64.0,125.0,65.0,Orthodox,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0,10.0,24.0,1991.0,1,0,1,0
2945,Kamal Shalorus,68.0,155.0,68.0,Orthodox,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,8.0,27.0,1972.0,3,0,3,0
2946,Ken Shamrock,73.0,205.0,72.0,Orthodox,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,2.0,11.0,1964.0,13,6,5,2
2947,Frank Shamrock,70.0,185.0,,Orthodox,4.75,53.0,4.66,57.0,0.35,50.0,37.0,1.1,12.0,8.0,1972.0,5,5,0,0
2948,Eric Shelton,66.0,125.0,68.0,Orthodox,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2,2.0,2.0,1991.0,6,2,4,0
2950,Chase Sherman,76.0,250.0,78.0,Orthodox,6.02,45.0,5.55,52.0,0.0,0.0,77.0,0.0,11.0,16.0,1989.0,8,3,5,0
2951,Sean Sherk,66.0,155.0,67.0,Orthodox,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,8.0,5.0,1973.0,12,8,4,0
2952,Antonina Shevchenko,68.0,125.0,67.0,Southpaw,4.09,56.0,2.51,54.0,0.65,60.0,56.0,0.7,11.0,20.0,1984.0,5,3,2,0
2954,Valentina Shevchenko,65.0,125.0,66.0,Southpaw,2.98,50.0,2.03,62.0,2.21,58.0,75.0,0.3,3.0,7.0,1988.0,11,9,2,0
2955,Shunichi Shimizu,65.0,135.0,,Orthodox,0.14,33.0,4.68,30.0,0.0,0.0,0.0,0.0,1.0,31.0,1985.0,1,0,1,0
2956,Jake Shields,72.0,170.0,72.0,Orthodox,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,1.0,9.0,1979.0,8,4,3,1
2957,Wade Shipp,75.0,245.0,,Orthodox,4.29,86.0,2.14,0.0,0.0,0.0,75.0,0.0,2.0,9.0,1975.0,1,0,1,0
2962,Josh Shockley,73.0,155.0,,Orthodox,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,11.0,15.0,1989.0,2,0,2,0
2963,Josh Shockman,76.0,235.0,,Southpaw,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,12.0,29.0,1980.0,1,0,1,0
2964,Jack Shore,68.0,135.0,71.0,Orthodox,3.69,54.0,0.59,76.0,5.16,46.0,0.0,1.5,2.0,6.0,1995.0,2,2,0,0
2971,Sam Sicilia,68.0,145.0,67.0,Orthodox,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,2.0,1.0,1986.0,12,5,7,0
2972,Steven Siler,71.0,145.0,70.0,Orthodox,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,2.0,15.0,1987.0,9,5,4,0
2974,Assuerio Silva,70.0,241.0,,Orthodox,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,6.0,18.0,1974.0,3,0,3,0
2976,Thiago Silva,74.0,205.0,74.0,Orthodox,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,11.0,12.0,1982.0,12,7,3,2
2980,Anderson Silva,74.0,185.0,77.0,Southpaw,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,4.0,14.0,1975.0,25,17,7,1
2981,Wanderlei Silva,71.0,205.0,74.0,Orthodox,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,7.0,3.0,1976.0,12,5,7,0
2983,Jay Silva,74.0,185.0,,Southpaw,1.13,34.0,3.07,40.0,0.0,0.0,38.0,1.0,,,,2,0,2,0
2985,Leandro Silva,69.0,155.0,72.0,Orthodox,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,11.0,11.0,1985.0,8,3,4,1
2986,Claudio Silva,71.0,170.0,71.0,Southpaw,3.14,42.0,3.12,43.0,3.01,28.0,66.0,1.6,9.0,6.0,1982.0,6,5,1,0
2987,Wagner Silva,72.0,170.0,,Orthodox,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,2.0,7.0,1987.0,2,0,2,0
2988,Antonio Silva,76.0,264.0,82.0,Orthodox,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,9.0,14.0,1979.0,11,3,7,1
2989,Erick Silva,72.0,170.0,74.0,Orthodox,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,6.0,21.0,1984.0,15,7,8,0
2991,Joaquim Silva,68.0,155.0,69.0,Southpaw,3.92,37.0,4.43,56.0,0.24,50.0,64.0,0.7,2.0,5.0,1989.0,6,4,2,0
2992,Felipe Silva,72.0,155.0,77.0,Orthodox,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,5.0,8.0,1984.0,3,1,2,0
2995,Gabriel Silva,66.0,135.0,71.0,Orthodox,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5,8.0,26.0,1994.0,2,0,2,0
2996,Bruno Silva,72.0,185.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1989.0,4,1,2,1
2998,Douglas Silva de Andrade,67.0,145.0,68.0,Orthodox,3.77,38.0,4.26,58.0,0.7,50.0,66.0,0.0,6.0,22.0,1985.0,8,4,4,0
3000,Marcus Silveira,75.0,242.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,0,1,1
3001,Jamey Simmons,66.0,145.0,70.0,Orthodox,0.52,50.0,2.08,50.0,0.0,0.0,100.0,0.0,9.0,11.0,1992.0,1,0,1,0
3002,Elias Silverio,71.0,155.0,73.0,Orthodox,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2,9.0,22.0,1986.0,5,3,2,0
3003,Aaron Simpson,72.0,170.0,73.0,Orthodox,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,7.0,20.0,1974.0,11,7,4,0
3004,Ricky Simon,66.0,135.0,69.0,Orthodox,3.08,42.0,3.13,64.0,6.93,54.0,72.0,0.4,8.0,31.0,1992.0,8,6,2,0
3005,Wes Sims,82.0,260.0,,Orthodox,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3,8.0,4.0,1979.0,3,0,3,0
3007,Tony Sims,71.0,155.0,70.0,Southpaw,1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7,10.0,14.0,1985.0,3,1,2,0
3008,Lodune Sincaid,69.0,185.0,,Orthodox,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0,5.0,7.0,1973.0,1,0,1,0
3011,Elvis Sinosic,75.0,205.0,77.0,Orthodox,1.13,37.0,4.6,53.0,0.0,0.0,0.0,1.2,2.0,13.0,1971.0,7,1,6,0
3013,Rory Singer,74.0,185.0,77.0,Orthodox,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,5.0,28.0,1976.0,4,2,2,0
3017,Dennis Siver,66.0,145.0,70.0,Orthodox,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,1.0,13.0,1979.0,21,12,8,1
3018,Chas Skelly,71.0,145.0,72.0,Orthodox,2.02,40.0,3.35,48.0,1.71,34.0,33.0,2.4,5.0,11.0,1985.0,11,7,3,1
3021,Joe Slick,72.0,199.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,1977.0,2,1,1,0
3022,Patrick Smith,74.0,225.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,1963.0,5,4,1,0
3024,Maurice Smith,74.0,221.0,,Orthodox,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9,12.0,13.0,1961.0,7,4,3,0
3025,Scott Smith,72.0,185.0,70.0,Orthodox,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,5.0,21.0,1979.0,4,1,3,0
3032,Trevor Smith,75.0,185.0,75.0,Orthodox,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,1.0,5.0,1981.0,12,5,7,0
3033,Anthony Smith,76.0,205.0,76.0,Orthodox,2.94,46.0,4.38,42.0,0.49,28.0,51.0,0.7,7.0,26.0,1988.0,15,9,6,0
3034,Colton Smith,72.0,155.0,71.0,Orthodox,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4,8.0,14.0,1987.0,4,1,3,0
3036,Gilbert Smith,69.0,185.0,,Southpaw,1.09,41.0,2.73,35.0,3.51,60.0,0.0,1.2,10.0,19.0,1981.0,1,0,1,0
3037,Devonte Smith,69.0,155.0,76.0,Orthodox,5.64,55.0,2.65,59.0,0.74,100.0,100.0,0.7,7.0,30.0,1993.0,4,3,1,0
3038,Leslie Smith,69.0,135.0,66.0,Orthodox,7.56,40.0,8.41,51.0,0.0,0.0,62.0,0.0,8.0,17.0,1982.0,7,4,3,0
3039,Cole Smith,71.0,135.0,67.0,Orthodox,1.78,35.0,1.96,49.0,1.67,33.0,45.0,1.7,4.0,5.0,1989.0,3,1,2,0
3043,Dmitrii Smoliakov,74.0,253.0,74.0,Switch,1.44,42.0,3.81,55.0,0.0,0.0,75.0,0.0,8.0,5.0,1982.0,3,0,3,0
3044,Louis Smolka,69.0,135.0,68.0,Orthodox,4.44,46.0,3.74,53.0,1.84,37.0,31.0,1.9,7.0,16.0,1991.0,15,8,7,0
3045,Richie Smullen,69.0,155.0,68.0,Orthodox,1.98,77.0,2.26,65.0,8.49,66.0,0.0,0.0,8.0,17.0,1991.0,1,0,1,0
3048,Renato Sobral,73.0,205.0,75.0,Orthodox,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6,9.0,7.0,1975.0,10,6,4,0
3049,Peter Sobotta,72.0,170.0,75.0,Southpaw,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5,1.0,11.0,1987.0,10,4,6,0
3050,Rameau Thierry Sokoudjou,70.0,205.0,78.0,Orthodox,2.26,45.0,2.61,56.0,1.93,47.0,78.0,0.9,4.0,18.0,1984.0,3,1,2,0
3051,Joe Solecki,69.0,155.0,70.0,Orthodox,3.62,74.0,0.93,51.0,3.31,62.0,0.0,1.3,8.0,27.0,1993.0,2,2,0,0
3054,Joe Son,64.0,236.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,1970.0,1,0,1,0
3055,Chael Sonnen,73.0,205.0,73.0,Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,4.0,3.0,1977.0,14,7,7,0
